order_id,customer_id,order_date,order_amount,payment_method
1550,194,2024-05-31,17764,UPI
1551,158,2024-12-17,16035,COD
1552,465,2024-11-21,9431,UPI
1553,2152,2024-02-07,1301,UPI
1554,2082,2024-04-06,2299,Card
1555,2687,2024-04-17,713,Card
1556,1750,2024-04-28,11524,Card
1557,2373,2024-05-30,15691,COD
1558,2739,2024-03-14,13893,UPI
1559,592,2024-02-26,16123,UPI
1560,2189,2024-11-30,2032,COD
1561,2522,2024-09-08,11072,Card
1562,1055,2024-10-18,10490,Card
1563,884,2024-11-08,7337,UPI
1564,63,2024-09-11,11558,UPI
1565,1111,2024-09-10,6007,UPI
1566,304,2024-09-15,16082,Card
1567,1085,2024-09-26,15059,UPI
1568,396,2024-02-03,19700,Card
1569,334,2024-11-21,15337,Card
1570,2834,2024-11-20,11279,Card
1571,411,2024-08-25,4543,COD
1572,2332,2024-06-27,4828,COD
1573,466,2024-04-13,9181,UPI
1574,80,2024-01-29,1500,Card
1575,2832,2024-08-14,2147,UPI
1576,1101,2024-08-19,2442,Card
1577,1978,2024-10-30,15829,UPI
1578,733,2024-12-15,17942,UPI
1579,1818,2024-11-30,3856,COD
1580,1564,2024-04-26,16891,COD
1581,1385,2024-07-25,1650,COD
1582,2125,2024-07-03,7566,COD
1583,2557,2024-05-17,18707,Card
1584,1188,2024-11-18,3042,UPI
1585,1199,2024-06-12,16217,UPI
1586,2510,2024-03-15,14036,Card
1587,1612,2024-08-20,14386,Card
1588,2293,2024-10-10,1864,UPI
1589,122,2024-09-11,14620,COD
1590,185,2024-01-09,4148,COD
1591,32,2024-07-21,3834,COD
1592,998,2024-10-31,16798,Card
1593,1987,2024-03-31,3272,UPI
1594,2810,2024-11-27,2659,Card
1595,569,2024-05-29,3906,UPI
1596,2358,2024-12-25,17790,COD
1597,1396,2024-06-24,8801,COD
1598,1680,2024-02-02,3669,COD
1599,830,2024-07-02,5047,UPI
1600,1620,2024-06-05,548,COD
1601,1080,2024-02-22,3851,UPI
1602,791,2024-10-22,3078,Card
1603,2512,2024-07-20,12057,COD
1604,2726,2024-09-30,4949,Card
1605,2718,2024-06-23,11461,Card
1606,2746,2024-08-31,11504,UPI
1607,994,2024-09-25,202,Card
1608,78,2024-03-14,17701,UPI
1609,2582,2024-04-05,12894,UPI
1610,108,2024-12-26,14553,Card
1611,1297,2024-06-21,1717,UPI
1612,2812,2024-06-03,10287,UPI
1613,2063,2024-07-01,13375,UPI
1614,370,2024-11-18,18963,Card
1615,2253,2024-10-15,19407,UPI
1616,2005,2024-09-14,17432,COD
1617,1704,2024-03-15,5236,Card
1618,2913,2024-06-22,16789,Card
1619,441,2024-11-25,720,UPI
1620,2907,2024-08-18,15905,Card
1621,227,2024-09-03,6458,COD
1622,2576,2024-06-09,2334,Card
1623,2402,2024-07-04,15654,Card
1624,623,2024-05-22,5038,Card
1625,1025,2024-10-08,19059,UPI
1626,1577,2024-05-07,985,COD
1627,2975,2024-06-14,8343,COD
1628,1644,2024-01-27,15250,COD
1629,1185,2024-09-02,13835,Card
1630,161,2024-05-14,11182,COD
1631,871,2024-07-20,13609,UPI
1632,1746,2024-01-21,16188,Card
1633,1175,2024-03-19,18741,UPI
1634,444,2024-06-06,3728,Card
1635,1791,2024-04-03,3759,UPI
1636,1495,2024-01-08,14320,Card
1637,463,2024-12-04,3137,UPI
1638,473,2024-09-15,8338,COD
1639,2605,2024-02-24,5341,Card
1640,80,2024-02-05,17305,Card
1641,1063,2024-01-06,17507,UPI
1642,240,2024-02-11,1035,UPI
1643,557,2024-02-19,19077,UPI
1644,590,2024-04-21,3179,Card
1645,1361,2024-05-25,10717,UPI
1646,1885,2024-08-17,12316,COD
1647,1976,2024-07-29,2624,UPI
1648,1304,2024-11-01,14767,UPI
1649,1140,2024-01-30,16304,UPI
1650,2317,2024-10-21,15127,COD
1651,1940,2024-04-25,4721,UPI
1652,335,2024-08-13,11518,UPI
1653,312,2024-02-28,14480,Card
1654,1077,2024-03-16,14976,Card
1655,2742,2024-08-03,18960,UPI
1656,34,2024-05-11,15380,Card
1657,1842,2024-10-30,17037,UPI
1658,386,2024-03-21,3659,UPI
1659,249,2024-10-31,1348,COD
1660,1135,2024-03-07,17106,UPI
1661,1434,2024-08-17,4777,Card
1662,1203,2024-11-28,16705,Card
1663,794,2024-10-03,15872,Card
1664,852,2024-12-26,6830,Card
1665,2922,2024-03-12,3922,UPI
1666,376,2024-07-27,19667,COD
1667,724,2024-09-28,6130,COD
1668,1611,2024-05-23,13588,UPI
1669,1914,2024-09-07,19891,Card
1670,202,2024-10-10,3842,COD
1671,2493,2024-06-27,19401,COD
1672,1943,2024-03-20,7621,UPI
1673,2345,2024-02-26,7247,Card
1674,1332,2024-11-03,13754,COD
1675,493,2024-06-22,5788,UPI
1676,338,2024-08-25,15460,COD
1677,1969,2024-06-14,9516,COD
1678,2971,2024-03-24,10049,Card
1679,1866,2024-02-17,10145,Card
1680,792,2024-05-06,12994,COD
1681,1517,2024-06-17,19986,Card
1682,2023,2024-12-19,4532,COD
1683,2365,2024-12-14,15529,COD
1684,942,2024-03-07,15898,COD
1685,2674,2024-11-25,15041,UPI
1686,2123,2024-12-05,16748,Card
1687,2987,2024-07-12,7189,Card
1688,59,2024-06-03,18540,COD
1689,2434,2024-06-08,4060,Card
1690,2063,2024-07-02,19359,COD
1691,1255,2024-09-22,1968,Card
1692,2247,2024-06-16,13943,Card
1693,1378,2024-05-24,6426,COD
1694,35,2024-07-04,12918,Card
1695,162,2024-12-18,12088,COD
1696,2847,2024-09-18,6821,UPI
1697,895,2024-09-30,17366,COD
1698,471,2024-11-23,340,Card
1699,2579,2024-12-10,17303,UPI
1700,2840,2024-08-10,1850,UPI
1701,2900,2024-02-11,8085,COD
1702,1447,2024-01-04,14464,UPI
1703,348,2024-10-02,1215,COD
1704,694,2024-10-10,14890,Card
1705,935,2024-07-11,8734,COD
1706,913,2024-04-13,6492,UPI
1707,147,2024-09-03,10975,COD
1708,1712,2024-10-26,19704,COD
1709,675,2024-01-23,16571,Card
1710,1440,2024-10-29,18407,COD
1711,2735,2024-01-13,16594,Card
1712,1518,2024-05-23,15747,UPI
1713,1280,2024-08-05,9505,UPI
1714,686,2024-07-01,9013,COD
1715,1127,2024-12-16,1100,COD
1716,121,2024-08-29,3947,UPI
1717,2467,2024-07-11,12456,UPI
1718,2398,2024-09-28,18055,UPI
1719,42,2024-06-13,3303,COD
1720,29,2024-06-28,8718,UPI
1721,966,2024-04-26,273,COD
1722,1916,2024-09-22,16834,UPI
1723,2833,2024-02-07,2697,UPI
1724,2001,2024-02-13,8687,COD
1725,2062,2024-12-16,16881,Card
1726,920,2024-03-14,12999,COD
1727,818,2024-08-13,6717,Card
1728,2873,2024-11-02,12016,COD
1729,1509,2024-11-03,13605,Card
1730,1213,2024-12-13,18218,Card
1731,872,2024-11-10,8444,Card
1732,295,2024-01-13,5815,COD
1733,864,2024-01-12,10668,COD
1734,2596,2024-02-19,11079,COD
1735,1038,2024-11-08,19428,Card
1736,2683,2024-09-05,13278,Card
1737,595,2024-04-28,4790,COD
1738,1183,2024-02-26,11110,COD
1739,1518,2024-06-30,12327,UPI
1740,1353,2024-09-20,8084,UPI
1741,614,2024-04-15,862,UPI
1742,1873,2024-07-09,8399,UPI
1743,1604,2024-05-16,19671,UPI
1744,1584,2024-07-06,868,COD
1745,1593,2024-04-29,9677,Card
1746,1156,2024-08-29,360,Card
1747,465,2024-11-14,10790,COD
1748,1480,2024-03-12,11637,COD
1749,2978,2024-08-30,6660,COD
1750,1291,2024-05-10,16601,UPI
1751,2847,2024-09-25,2733,UPI
1752,2443,2024-02-21,4646,UPI
1753,2294,2024-03-02,13359,COD
1754,568,2024-04-28,5754,COD
1755,38,2024-12-30,15468,Card
1756,245,2024-09-20,10709,COD
1757,21,2024-08-26,3118,UPI
1758,1134,2024-12-16,13579,Card
1759,1630,2024-09-11,16899,COD
1760,394,2024-06-21,14332,Card
1761,1434,2024-11-04,18795,Card
1762,987,2024-08-24,7269,COD
1763,1672,2024-11-14,8711,UPI
1764,2056,2024-04-04,6622,UPI
1765,2376,2024-12-02,4727,Card
1766,1911,2024-02-26,19299,COD
1767,290,2024-03-07,15822,COD
1768,1787,2024-02-15,6865,UPI
1769,2559,2024-04-03,7307,COD
1770,912,2024-05-17,15731,COD
1771,361,2024-04-02,5332,Card
1772,1623,2024-08-19,10671,COD
1773,2764,2024-02-18,8862,COD
1774,219,2024-01-23,6982,COD
1775,2454,2024-03-02,19191,UPI
1776,2016,2024-09-23,19916,UPI
1777,2041,2024-11-24,16193,Card
1778,2045,2024-04-27,14790,UPI
1779,2801,2024-03-28,6945,UPI
1780,2971,2024-03-29,5834,UPI
1781,832,2024-02-24,12767,UPI
1782,1794,2024-06-01,6460,Card
1783,1792,2024-08-26,15145,COD
1784,2842,2024-09-21,17769,COD
1785,1244,2024-09-24,6309,COD
1786,595,2024-04-22,1115,Card
1787,2155,2024-06-14,18201,UPI
1788,581,2024-06-04,13869,Card
1789,2657,2024-01-08,10075,Card
1790,1748,2024-07-20,15053,Card
1791,2056,2024-08-04,2625,COD
1792,2854,2024-10-18,625,UPI
1793,2237,2024-02-19,1987,COD
1794,81,2024-04-16,2784,Card
1795,2156,2024-01-09,4848,Card
1796,1345,2024-08-20,16752,COD
1797,1603,2024-07-06,714,COD
1798,2734,2024-11-18,3635,COD
1799,346,2024-11-04,4725,UPI
1800,1887,2024-12-03,19200,COD
1801,2376,2024-04-19,10769,UPI
1802,555,2024-05-24,3404,UPI
1803,302,2024-08-15,7965,COD
1804,200,2024-11-04,10896,Card
1805,2941,2024-04-23,16342,Card
1806,1063,2024-03-03,14879,UPI
1807,307,2024-10-01,1317,UPI
1808,1657,2024-05-03,1605,UPI
1809,1872,2024-03-26,12331,Card
1810,2516,2024-03-10,15297,UPI
1811,2227,2024-02-16,5614,UPI
1812,2693,2024-07-17,6541,Card
1813,1847,2024-12-29,4374,COD
1814,1765,2024-07-19,17261,Card
1815,276,2024-10-02,8942,COD
1816,1176,2024-02-06,413,COD
1817,1402,2024-07-21,1866,UPI
1818,2669,2024-05-09,13476,UPI
1819,638,2024-10-18,9285,COD
1820,1776,2024-03-04,12468,UPI
1821,930,2024-09-19,19370,COD
1822,1881,2024-04-29,1461,UPI
1823,183,2024-10-04,17756,Card
1824,1845,2024-07-20,14090,COD
1825,72,2024-02-15,18638,COD
1826,2767,2024-06-16,13744,UPI
1827,1677,2024-04-19,10284,Card
1828,1296,2024-02-15,15339,UPI
1829,2774,2024-07-30,19399,Card
1830,2317,2024-01-28,16321,UPI
1831,1044,2024-03-27,5396,COD
1832,2626,2024-10-17,4784,Card
1833,815,2024-06-05,5221,Card
1834,1527,2024-09-21,10382,UPI
1835,2195,2024-09-21,12709,Card
1836,2938,2024-01-22,10852,UPI
1837,310,2024-09-12,2831,Card
1838,2566,2024-07-09,6545,UPI
1839,2062,2024-08-19,8296,UPI
1840,132,2024-07-04,15106,UPI
1841,1878,2024-11-21,6500,COD
1842,2803,2024-07-01,6044,Card
1843,2487,2024-07-20,18760,COD
1844,2791,2024-03-05,5562,COD
1845,740,2024-02-12,8297,COD
1846,795,2024-08-08,5799,COD
1847,2311,2024-01-17,14805,Card
1848,2691,2024-11-19,4458,Card
1849,258,2024-10-11,6840,COD
1850,1258,2024-07-01,4488,Card
1851,2457,2024-02-13,17461,Card
1852,1852,2024-07-06,19128,UPI
1853,975,2024-09-19,5259,Card
1854,1048,2024-06-22,15341,COD
1855,271,2024-02-23,2800,Card
1856,1119,2024-08-07,16102,COD
1857,142,2024-02-15,18992,Card
1858,902,2024-09-16,5060,COD
1859,274,2024-07-13,10365,Card
1860,2324,2024-12-12,2534,Card
1861,465,2024-03-01,967,Card
1862,1232,2024-06-14,11937,COD
1863,1320,2024-06-08,13572,UPI
1864,288,2024-05-30,7285,COD
1865,876,2024-04-20,944,Card
1866,1993,2024-02-06,19140,COD
1867,2926,2024-01-03,4361,Card
1868,2228,2024-01-13,14021,Card
1869,1121,2024-06-10,9786,UPI
1870,1215,2024-12-09,486,Card
1871,447,2024-11-27,3447,Card
1872,2833,2024-09-20,10994,Card
1873,2609,2024-03-23,5299,UPI
1874,2532,2024-09-21,16587,COD
1875,2897,2024-11-29,16261,UPI
1876,722,2024-08-06,611,COD
1877,2164,2024-05-25,13998,Card
1878,2583,2024-10-24,15904,COD
1879,1352,2024-10-23,10309,COD
1880,407,2024-06-09,1556,COD
1881,1726,2024-08-16,8549,COD
1882,694,2024-08-21,18184,Card
1883,495,2024-03-29,5906,UPI
1884,948,2024-11-28,11881,COD
1885,23,2024-11-05,7396,Card
1886,1129,2024-08-02,18966,Card
1887,1699,2024-04-06,13749,Card
1888,558,2024-07-31,16736,Card
1889,1617,2024-12-19,10021,COD
1890,941,2024-11-07,2996,UPI
1891,1246,2024-04-09,11273,Card
1892,2903,2024-05-24,7482,UPI
1893,2939,2024-01-10,7151,UPI
1894,1657,2024-02-13,19389,UPI
1895,78,2024-09-07,4280,Card
1896,1346,2024-08-14,11862,Card
1897,807,2024-09-05,9447,Card
1898,1042,2024-06-17,10971,UPI
1899,768,2024-05-09,11157,Card
1900,454,2024-01-19,1528,Card
1901,2976,2024-12-01,12436,UPI
1902,2325,2024-08-22,18976,Card
1903,1448,2024-12-10,3353,COD
1904,1500,2024-01-01,366,COD
1905,1051,2024-05-09,14852,COD
1906,2562,2024-01-27,19838,COD
1907,1889,2024-01-02,15433,UPI
1908,2512,2024-09-06,2085,Card
1909,2855,2024-08-09,14908,COD
1910,2872,2024-05-17,7729,COD
1911,363,2024-10-01,1099,Card
1912,2799,2024-05-20,2448,UPI
1913,525,2024-09-12,11655,COD
1914,1218,2024-11-07,3612,Card
1915,1486,2024-04-04,11969,Card
1916,2104,2024-06-21,16147,COD
1917,1254,2024-02-26,10579,COD
1918,2537,2024-04-11,6649,Card
1919,1856,2024-06-17,9611,Card
1920,722,2024-03-10,3332,COD
1921,1984,2024-12-03,8355,COD
1922,1208,2024-02-18,8336,COD
1923,1449,2024-12-12,559,COD
1924,1399,2024-01-05,6650,UPI
1925,2089,2024-07-20,10431,Card
1926,1508,2024-07-20,11546,COD
1927,1004,2024-06-27,15052,Card
1928,2308,2024-02-26,17314,COD
1929,2489,2024-07-04,7267,UPI
1930,926,2024-04-01,9889,Card
1931,856,2024-10-18,18001,UPI
1932,84,2024-08-14,7967,Card
1933,2094,2024-04-21,3963,UPI
1934,2488,2024-05-27,7128,COD
1935,1543,2024-09-25,1078,COD
1936,986,2024-07-21,19468,UPI
1937,1869,2024-12-30,10987,COD
1938,136,2024-12-13,18881,UPI
1939,1207,2024-12-23,9052,UPI
1940,1733,2024-02-25,11536,Card
1941,1196,2024-10-27,13687,UPI
1942,909,2024-11-11,7571,Card
1943,2909,2024-07-03,1469,UPI
1944,2836,2024-02-23,13098,Card
1945,590,2024-02-06,17878,Card
1946,1952,2024-07-29,17593,COD
1947,956,2024-10-19,10483,Card
1948,2738,2024-09-26,18341,Card
1949,2587,2024-12-16,10356,UPI
1950,1144,2024-08-07,13035,Card
1951,1332,2024-08-15,9583,COD
1952,2756,2024-12-23,6778,UPI
1953,1554,2024-07-29,9445,Card
1954,2343,2024-10-24,19425,UPI
1955,1807,2024-01-01,5916,UPI
1956,2101,2024-01-23,18988,UPI
1957,806,2024-10-10,10214,UPI
1958,1456,2024-07-06,17855,UPI
1959,52,2024-01-18,15320,Card
1960,2776,2024-02-18,2968,UPI
1961,72,2024-02-16,15941,UPI
1962,28,2024-04-24,9951,COD
1963,469,2024-02-08,9128,COD
1964,764,2024-08-04,6342,UPI
1965,2934,2024-07-28,13387,Card
1966,2960,2024-09-18,18512,COD
1967,2595,2024-07-29,16457,COD
1968,1425,2024-02-22,5613,UPI
1969,2249,2024-10-07,2390,Card
1970,820,2024-12-20,1202,Card
1971,1490,2024-11-16,11377,COD
1972,1676,2024-05-12,10314,COD
1973,560,2024-09-20,8294,COD
1974,379,2024-10-21,3952,COD
1975,1919,2024-04-20,4638,COD
1976,1076,2024-02-12,4627,UPI
1977,79,2024-12-03,5756,UPI
1978,1409,2024-08-25,8732,UPI
1979,834,2024-09-03,18972,COD
1980,1032,2024-01-04,7192,UPI
1981,2073,2024-12-29,18284,COD
1982,450,2024-12-14,15519,Card
1983,2816,2024-12-15,5583,Card
1984,2803,2024-11-07,1433,UPI
1985,1993,2024-06-21,18882,Card
1986,1485,2024-07-11,15777,Card
1987,2246,2024-01-03,11190,Card
1988,1743,2024-10-04,14989,UPI
1989,1971,2024-02-25,3130,Card
1990,2485,2024-09-30,12312,UPI
1991,1551,2024-06-24,12574,COD
1992,690,2024-04-25,18417,COD
1993,1991,2024-03-24,18723,UPI
1994,1402,2024-06-07,15763,UPI
1995,587,2024-10-12,10625,Card
1996,2152,2024-03-20,10242,COD
1997,1830,2024-03-06,10595,Card
1998,1986,2024-07-27,2408,COD
1999,627,2024-01-10,7753,Card
2000,2032,2024-07-17,13996,Card
2001,2506,2024-02-28,5822,COD
2002,364,2024-08-21,19193,Card
2003,2183,2024-11-02,423,COD
2004,374,2024-08-31,15203,UPI
2005,2087,2024-02-23,14928,Card
2006,1988,2024-12-02,14943,COD
2007,2867,2024-01-09,14207,COD
2008,2095,2024-04-10,12784,Card
2009,2084,2024-10-21,8714,COD
2010,2143,2024-07-21,16375,Card
2011,1385,2024-06-01,6173,Card
2012,1549,2024-04-19,9903,UPI
2013,1170,2024-11-17,18670,UPI
2014,1941,2024-09-22,7863,UPI
2015,368,2024-05-31,16441,Card
2016,65,2024-03-23,2487,Card
2017,754,2024-05-13,9078,COD
2018,1544,2024-11-21,10409,UPI
2019,2036,2024-06-08,5035,UPI
2020,2864,2024-02-08,2734,COD
2021,1877,2024-06-24,11204,UPI
2022,1579,2024-01-13,822,UPI
2023,756,2024-11-10,11175,UPI
2024,2229,2024-03-07,12785,COD
2025,1525,2024-09-04,17659,UPI
2026,597,2024-02-10,7076,Card
2027,2835,2024-07-02,15536,UPI
2028,2675,2024-02-04,13799,Card
2029,1835,2024-12-02,11338,UPI
2030,2664,2024-10-16,2894,Card
2031,1396,2024-03-16,19782,UPI
2032,1587,2024-03-10,8910,Card
2033,112,2024-08-21,10261,Card
2034,453,2024-01-11,4010,UPI
2035,2804,2024-10-09,1112,COD
2036,2632,2024-10-30,5102,UPI
2037,2187,2024-01-24,19772,COD
2038,1872,2024-09-30,19812,COD
2039,2279,2024-01-27,17155,COD
2040,1263,2024-02-23,10863,COD
2041,253,2024-02-24,14167,COD
2042,2005,2024-08-20,15208,COD
2043,1460,2024-10-03,7968,UPI
2044,1943,2024-04-29,5335,Card
2045,2609,2024-08-12,14272,Card
2046,1327,2024-02-27,8489,UPI
2047,2120,2024-09-11,18223,UPI
2048,1858,2024-06-24,6643,UPI
2049,2270,2024-02-23,5042,COD
2050,1101,2024-05-25,4227,COD
2051,62,2024-09-15,460,Card
2052,1495,2024-05-31,9327,UPI
2053,1181,2024-09-18,18381,Card
2054,806,2024-01-19,16915,Card
2055,2173,2024-12-07,4410,COD
2056,2789,2024-06-19,18643,COD
2057,1876,2024-07-15,272,Card
2058,2209,2024-03-13,5311,COD
2059,541,2024-10-29,3121,COD
2060,626,2024-03-25,10845,COD
2061,1615,2024-10-10,4088,Card
2062,106,2024-10-28,377,Card
2063,1155,2024-05-11,18583,Card
2064,1709,2024-04-29,7626,UPI
2065,2824,2024-08-03,4695,Card
2066,1909,2024-05-15,469,COD
2067,2050,2024-04-25,10247,Card
2068,2281,2024-03-01,18239,UPI
2069,369,2024-01-17,2733,COD
2070,1275,2024-02-03,16139,Card
2071,946,2024-01-20,12546,Card
2072,2228,2024-07-26,10514,COD
2073,293,2024-06-10,11553,Card
2074,584,2024-10-25,18988,UPI
2075,2843,2024-01-10,2401,COD
2076,2223,2024-04-03,5859,Card
2077,2171,2024-04-16,1353,COD
2078,2275,2024-04-14,4361,Card
2079,2492,2024-03-11,15703,Card
2080,2476,2024-03-24,17920,COD
2081,765,2024-07-27,3678,Card
2082,2680,2024-09-15,16860,Card
2083,2113,2024-08-26,2561,COD
2084,1305,2024-10-28,10360,Card
2085,1415,2024-08-19,2646,Card
2086,428,2024-10-08,12131,COD
2087,2666,2024-07-24,7801,UPI
2088,2973,2024-09-20,5251,UPI
2089,2015,2024-11-06,3717,UPI
2090,2860,2024-12-12,5002,UPI
2091,107,2024-07-03,12590,UPI
2092,659,2024-04-23,18959,UPI
2093,1183,2024-03-19,8050,COD
2094,2313,2024-12-22,6944,COD
2095,1226,2024-12-07,15617,COD
2096,155,2024-10-27,6448,Card
2097,896,2024-02-19,17555,UPI
2098,1522,2024-11-15,15628,UPI
2099,1621,2024-04-04,7336,COD
2100,993,2024-09-14,9717,Card
2101,2293,2024-12-16,12000,Card
2102,1324,2024-03-02,19670,COD
2103,1386,2024-05-21,13617,UPI
2104,2434,2024-11-25,4167,Card
2105,2807,2024-08-09,12561,UPI
2106,2462,2024-12-21,5151,Card
2107,1302,2024-04-20,4202,UPI
2108,2763,2024-04-13,2532,Card
2109,759,2024-01-15,11660,UPI
2110,747,2024-09-26,4575,UPI
2111,593,2024-06-07,885,UPI
2112,1549,2024-06-05,17552,COD
2113,2887,2024-01-27,2233,UPI
2114,16,2024-03-25,7275,UPI
2115,993,2024-01-09,14847,Card
2116,1069,2024-10-02,845,Card
2117,1345,2024-08-14,4321,COD
2118,2699,2024-07-04,8312,Card
2119,2196,2024-03-19,9471,UPI
2120,2403,2024-08-03,6636,COD
2121,703,2024-02-26,12717,COD
2122,613,2024-05-23,10492,COD
2123,105,2024-12-21,8492,UPI
2124,1498,2024-11-26,5786,UPI
2125,396,2024-03-07,1068,Card
2126,2654,2024-10-01,14802,Card
2127,2011,2024-04-14,6114,Card
2128,851,2024-07-06,8413,COD
2129,1989,2024-06-12,2103,UPI
2130,442,2024-09-23,2776,Card
2131,1669,2024-02-20,14923,UPI
2132,873,2024-05-05,4309,COD
2133,667,2024-03-20,19877,UPI
2134,1052,2024-07-01,18519,UPI
2135,2842,2024-11-05,815,COD
2136,2523,2024-01-17,10842,Card
2137,628,2024-06-18,11976,UPI
2138,1429,2024-10-06,11710,UPI
2139,2550,2024-10-30,2123,COD
2140,348,2024-12-05,13602,UPI
2141,1264,2024-08-01,6655,UPI
2142,1018,2024-07-16,7804,UPI
2143,570,2024-01-07,8352,COD
2144,2743,2024-01-11,2973,UPI
2145,2074,2024-01-12,10482,COD
2146,1953,2024-04-19,9976,Card
2147,2265,2024-05-12,18487,UPI
2148,1352,2024-05-07,343,COD
2149,2885,2024-05-27,18840,COD
2150,2822,2024-02-23,17283,UPI
2151,670,2024-11-06,12601,COD
2152,718,2024-03-19,470,Card
2153,2358,2024-12-11,8454,Card
2154,2647,2024-04-06,1207,Card
2155,267,2024-09-05,13915,Card
2156,1439,2024-05-06,10664,COD
2157,2694,2024-01-30,10374,COD
2158,1357,2024-01-24,7403,Card
2159,1023,2024-07-19,3924,Card
2160,2038,2024-05-10,12126,Card
2161,2498,2024-05-01,8117,Card
2162,565,2024-12-21,15939,Card
2163,1271,2024-11-22,14815,COD
2164,1060,2024-05-29,5672,Card
2165,1425,2024-01-14,7406,Card
2166,28,2024-10-30,4916,UPI
2167,220,2024-01-29,2820,COD
2168,406,2024-02-19,19120,Card
2169,1638,2024-08-27,5303,COD
2170,1799,2024-10-09,10360,UPI
2171,2319,2024-11-30,5517,UPI
2172,1760,2024-12-17,13787,Card
2173,1675,2024-06-04,1395,Card
2174,792,2024-05-16,16988,Card
2175,963,2024-11-22,17878,Card
2176,1310,2024-12-01,8068,UPI
2177,834,2024-06-02,3019,COD
2178,317,2024-03-21,13896,Card
2179,1321,2024-03-27,7764,COD
2180,2386,2024-09-20,3837,Card
2181,1331,2024-09-14,2073,Card
2182,351,2024-07-03,17990,UPI
2183,511,2024-06-28,5714,Card
2184,2573,2024-07-04,1777,Card
2185,492,2024-05-02,12768,Card
2186,1932,2024-04-05,5511,UPI
2187,1618,2024-04-02,9028,COD
2188,2057,2024-01-03,5747,UPI
2189,1521,2024-01-02,17391,Card
2190,1584,2024-10-31,18979,Card
2191,2609,2024-12-22,1615,Card
2192,2488,2024-05-27,7708,COD
2193,1576,2024-10-11,15082,COD
2194,2840,2024-05-24,19033,Card
2195,1762,2024-11-25,15606,Card
2196,1992,2024-12-26,3696,COD
2197,1269,2024-09-18,11980,UPI
2198,2081,2024-03-02,7303,UPI
2199,1047,2024-08-13,12421,COD
2200,2893,2024-01-31,7222,COD
2201,2614,2024-07-08,7695,Card
2202,49,2024-09-24,14622,COD
2203,462,2024-01-12,8906,COD
2204,2638,2024-07-09,7532,Card
2205,336,2024-01-25,19878,COD
2206,1382,2024-03-31,19492,Card
2207,1146,2024-03-28,5616,UPI
2208,359,2024-11-27,15451,UPI
2209,2394,2024-09-30,13972,UPI
2210,193,2024-10-27,12364,Card
2211,1440,2024-04-20,2668,UPI
2212,1401,2024-03-20,19012,UPI
2213,756,2024-11-19,11087,Card
2214,1685,2024-05-19,2227,Card
2215,2526,2024-08-01,12144,UPI
2216,828,2024-01-18,515,UPI
2217,890,2024-02-23,14333,UPI
2218,653,2024-04-06,4189,COD
2219,2456,2024-10-09,730,Card
2220,2334,2024-08-21,10794,Card
2221,1922,2024-08-27,18443,Card
2222,851,2024-11-29,4957,Card
2223,111,2024-12-09,8072,UPI
2224,620,2024-02-23,15698,Card
2225,793,2024-03-27,10158,COD
2226,2098,2024-09-17,1267,COD
2227,1158,2024-08-23,927,UPI
2228,588,2024-05-02,16827,UPI
2229,2644,2024-02-23,911,Card
2230,2718,2024-08-03,11285,UPI
2231,1310,2024-07-15,8124,UPI
2232,1958,2024-02-08,15749,UPI
2233,2362,2024-12-30,8662,COD
2234,2654,2024-08-15,10189,Card
2235,297,2024-08-24,2760,UPI
2236,1630,2024-05-11,2377,Card
2237,569,2024-11-25,17421,Card
2238,1188,2024-11-16,3278,Card
2239,832,2024-06-16,10168,COD
2240,610,2024-02-06,14320,Card
2241,16,2024-03-07,18234,Card
2242,1370,2024-04-20,3148,UPI
2243,72,2024-08-06,2720,UPI
2244,270,2024-07-27,7469,COD
2245,287,2024-03-27,13536,Card
2246,66,2024-10-29,12630,COD
2247,880,2024-06-27,14220,Card
2248,68,2024-01-13,10910,COD
2249,1217,2024-10-26,16946,Card
2250,1403,2024-05-04,2456,UPI
2251,974,2024-08-20,7552,COD
2252,508,2024-09-07,13036,UPI
2253,2885,2024-05-05,4558,Card
2254,1126,2024-08-22,11539,COD
2255,886,2024-05-17,14683,UPI
2256,2842,2024-02-18,17459,UPI
2257,2470,2024-07-04,7329,UPI
2258,1988,2024-07-23,16221,Card
2259,775,2024-03-18,9544,COD
2260,2526,2024-07-12,8005,UPI
2261,926,2024-04-12,18506,Card
2262,120,2024-04-14,9020,Card
2263,1939,2024-10-13,11411,Card
2264,488,2024-11-19,15828,COD
2265,2126,2024-07-29,13140,Card
2266,441,2024-09-06,14524,Card
2267,462,2024-10-19,17712,COD
2268,612,2024-07-19,9155,COD
2269,1318,2024-01-24,1219,Card
2270,1660,2024-10-26,15840,Card
2271,917,2024-03-23,3041,UPI
2272,2657,2024-10-23,11339,COD
2273,6,2024-06-27,5677,COD
2274,681,2024-10-24,9066,UPI
2275,2943,2024-12-29,17592,Card
2276,2319,2024-07-24,17810,Card
2277,1644,2024-02-09,18219,Card
2278,2859,2024-10-30,13768,Card
2279,2607,2024-04-22,11230,UPI
2280,99,2024-12-05,12202,COD
2281,526,2024-01-04,7729,COD
2282,2242,2024-04-17,18269,Card
2283,1181,2024-11-11,15910,UPI
2284,1690,2024-04-23,3912,Card
2285,1139,2024-06-15,7258,Card
2286,396,2024-09-17,19528,UPI
